Page,URL,og:title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=https://www.google.com/,http://americamagazine.org/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=https://www.google.com/,,46,40,0:00:43,34,79.41%,69.57%,$0.00
/403.html?page=/node/154399/draft&from=http://m.facebook.com/,http://americamagazine.org/403.html?page=/node/154399/draft&from=http://m.facebook.com/,,46,38,0:01:03,38,78.95%,80.43%,$0.00
/contact/letters-editor,http://americamagazine.org/contact/letters-editor,,46,40,0:02:52,9,50.00%,47.83%,$0.00
/content/all-things/georgetown-and-slavery-what-owed-today,http://americamagazine.org/content/all-things/georgetown-and-slavery-what-owed-today,,46,44,0:10:23,28,70.00%,84.78%,$0.00
/content/all-things/weeding-out-gays-seminaries,http://americamagazine.org/content/all-things/weeding-out-gays-seminaries,,46,45,0:23:36,44,72.73%,95.65%,$0.00
/content/dispatches/cardinal-wuerl-theres-huge-support-pope-francis-among-bishops,http://americamagazine.org/content/dispatches/cardinal-wuerl-theres-huge-support-pope-francis-among-bishops,,46,27,0:09:27,26,50.00%,58.70%,$0.00
/content/the-word/all-you-can-eat,http://americamagazine.org/content/the-word/all-you-can-eat,,46,41,0:00:19,1,100.00%,4.35%,$0.00
/issue/culture/call-reform,http://americamagazine.org/issue/culture/call-reform,,46,36,0:01:42,13,78.57%,43.48%,$0.00
/issue/ghetto-gospel,http://americamagazine.org/issue/ghetto-gospel,,46,42,0:04:49,35,91.43%,78.26%,$0.00
/media/podcasts/brexit-reactions-ireland,http://americamagazine.org/media/podcasts/brexit-reactions-ireland,,46,42,0:02:36,35,88.57%,80.43%,$0.00
/?articletypeid=1&textid=1062&issueid=345,http://americamagazine.org/?articletypeid=1&textid=1062&issueid=345,,45,34,0:00:44,34,58.82%,64.44%,$0.00
/404.html?page=/content/dispatches/pope-francis-seek-healing-and&from=,http://americamagazine.org/404.html?page=/content/dispatches/pope-francis-seek-healing-and&from=,,45,34,0:04:17,34,76.47%,68.89%,$0.00
/content/all-things/juno-pro-life,http://americamagazine.org/content/all-things/juno-pro-life,,45,42,0:19:05,42,76.19%,91.11%,$0.00
/content/all-things/liberal-and-catholic-12-questions-james-carville,http://americamagazine.org/content/all-things/liberal-and-catholic-12-questions-james-carville,,45,42,0:12:36,41,80.49%,91.11%,$0.00
/content/all-things/taking-lesson-south-park,http://americamagazine.org/content/all-things/taking-lesson-south-park,,45,45,0:00:00,45,91.11%,100.00%,$0.00
/content/dispatches/lebanon-shows-christians-and-muslims-can-live-together-peace-middle-east,http://americamagazine.org/content/dispatches/lebanon-shows-christians-and-muslims-can-live-together-peace-middle-east,,45,44,0:02:22,35,91.43%,84.44%,$0.00
/content/dispatches/pell-claims-he-was-deceived-australian-bishops-about-abusive-priests,http://americamagazine.org/content/dispatches/pell-claims-he-was-deceived-australian-bishops-about-abusive-priests,,45,45,0:00:26,45,97.78%,97.78%,$0.00
/content/good-word/beside-still-waters,http://americamagazine.org/content/good-word/beside-still-waters,,45,45,0:00:30,43,100.00%,95.56%,$0.00
/issue/389/article/prisons-profit,http://americamagazine.org/issue/389/article/prisons-profit,,45,43,0:05:25,43,93.02%,93.33%,$0.00
/issue/755/ideas/dearest-forster,http://americamagazine.org/issue/755/ideas/dearest-forster,,45,43,0:09:42,39,69.23%,82.22%,$0.00
/issue/after-obergefell,http://americamagazine.org/issue/after-obergefell,,45,44,0:09:23,38,94.74%,86.67%,$0.00
/issue/called-be-saints,http://americamagazine.org/issue/called-be-saints,,45,44,0:10:46,41,80.49%,86.67%,$0.00
/issue/our-reason-being,http://americamagazine.org/issue/our-reason-being,,45,42,0:02:46,36,91.67%,82.22%,$0.00
/issue/rooted-vision,http://americamagazine.org/issue/rooted-vision,,45,30,0:01:42,22,90.91%,53.33%,$0.00
/issue/surveillance-state,http://americamagazine.org/issue/surveillance-state,,45,42,0:04:34,41,87.80%,93.33%,$0.00
/issue/two-israels,http://americamagazine.org/issue/two-israels,,45,42,0:07:05,11,81.82%,57.78%,$0.00
/issue/web-only/why-laudato-si-perfect-encyclical-millennials,http://americamagazine.org/issue/web-only/why-laudato-si-perfect-encyclical-millennials,,45,43,0:02:40,26,76.92%,62.22%,$0.00
/media/videos/daniel-berrigan-funeral-recap,http://americamagazine.org/media/videos/daniel-berrigan-funeral-recap,,45,41,0:01:16,2,50.00%,44.44%,$0.00
/users/​helen-alvaré,http://americamagazine.org/users/​helen-alvaré,,45,39,0:00:26,28,44.44%,42.22%,$0.00
/content/all-things/are-catholic-schools-bad-us-education,http://americamagazine.org/content/all-things/are-catholic-schools-bad-us-education,,44,44,0:08:48,42,83.33%,93.18%,$0.00
/content/all-things/convert-maker-questions-father-c-john-mccloskey,http://americamagazine.org/content/all-things/convert-maker-questions-father-c-john-mccloskey,,44,41,0:15:39,40,67.50%,88.64%,$0.00
/content/all-things/mary-mackillop-patron-saint-sexual-abuse-victims,http://americamagazine.org/content/all-things/mary-mackillop-patron-saint-sexual-abuse-victims,,44,38,0:04:03,38,81.58%,86.36%,$0.00
/content/dispatches/pope-francis-gospel-marginalized-where-our-credibility-found-and-revealed,http://americamagazine.org/content/dispatches/pope-francis-gospel-marginalized-where-our-credibility-found-and-revealed,,44,41,0:05:51,41,82.93%,88.64%,$0.00
/content/good-word/legacy-constantine,http://americamagazine.org/content/good-word/legacy-constantine,,44,41,0:12:36,41,92.68%,93.18%,$0.00
/issue/554/faith-focus/dan-lord-hollywood-priest,http://americamagazine.org/issue/554/faith-focus/dan-lord-hollywood-priest,,44,41,0:03:42,40,82.50%,86.36%,$0.00
/issue/571/faith-focus/grief-hope,http://americamagazine.org/issue/571/faith-focus/grief-hope,,44,38,0:06:27,38,84.21%,86.36%,$0.00
/issue/587/faith-focus/rotten-fruit,http://americamagazine.org/issue/587/faith-focus/rotten-fruit,,44,43,0:01:04,32,96.88%,75.00%,$0.00
/issue/702/article/more-desk-job,http://americamagazine.org/issue/702/article/more-desk-job,,44,38,0:08:51,35,65.71%,72.73%,$0.00
/issue/church-enjoys-fastest-growth-asia-africa,http://americamagazine.org/issue/church-enjoys-fastest-growth-asia-africa,,44,42,0:04:40,41,95.12%,95.45%,$0.00
/issue/culture/offensive-realism,http://americamagazine.org/issue/culture/offensive-realism,,44,41,0:06:16,41,90.24%,90.91%,$0.00
/issue/following-faithfully,http://americamagazine.org/issue/following-faithfully,,44,40,0:01:29,34,85.29%,84.09%,$0.00
/issue/listening-god-unusual-places,http://americamagazine.org/issue/listening-god-unusual-places,,44,39,0:03:24,38,89.47%,84.09%,$0.00
/issue/pastors-not-princes,http://americamagazine.org/issue/pastors-not-princes,,44,43,0:02:48,41,92.68%,93.18%,$0.00
/issue/post-traumatic-church,http://americamagazine.org/issue/post-traumatic-church,,44,39,0:07:15,36,86.11%,86.36%,$0.00
/issue/relic-master,http://americamagazine.org/issue/relic-master,,44,42,0:04:30,27,61.54%,61.36%,$0.00
/issue/simply-jesus-new-vision-who-he-was-what-he-did-and-why-he-matters,http://americamagazine.org/issue/simply-jesus-new-vision-who-he-was-what-he-did-and-why-he-matters,,44,37,0:03:57,29,89.66%,75.00%,$0.00
/issue/vatican-calls-pakistan-attack-shadow-sadness-over-easter,http://americamagazine.org/issue/vatican-calls-pakistan-attack-shadow-sadness-over-easter,,44,44,0:00:10,43,100.00%,97.73%,$0.00
/issue/vatican-probes-funding-cardinals-apartment,http://americamagazine.org/issue/vatican-probes-funding-cardinals-apartment,,44,41,0:01:39,2,50.00%,40.91%,$0.00
/node/222474/edit,http://americamagazine.org/node/222474/edit,,44,17,0:02:52,1,0.00%,9.09%,$0.00
/search/node/search this site,http://americamagazine.org/search/node/search this site,,44,38,0:00:46,4,75.00%,22.73%,$0.00
/content/all-things/canonization-process-walter-ciszek-sj-may-proceed,http://americamagazine.org/content/all-things/canonization-process-walter-ciszek-sj-may-proceed,,43,34,0:06:38,34,52.94%,79.07%,$0.00
/content/all-things/questioning-garry-wills,http://americamagazine.org/content/all-things/questioning-garry-wills,,43,41,0:15:52,39,82.50%,93.02%,$0.00
/content/all-things/reading-spiritual-classic-cloud-unknowing,http://americamagazine.org/content/all-things/reading-spiritual-classic-cloud-unknowing,,43,38,0:05:20,38,89.47%,88.37%,$0.00
/content/the-word/its-never-too-late,http://americamagazine.org/content/the-word/its-never-too-late,,43,38,0:04:24,38,84.21%,86.05%,$0.00
/content/the-word/life-giving-waters,http://americamagazine.org/content/the-word/life-giving-waters,,43,39,0:15:24,39,87.18%,90.70%,$0.00
/issue/532/faith-focus/why-are-there-so-many-old-people-church,http://americamagazine.org/issue/532/faith-focus/why-are-there-so-many-old-people-church,,43,43,0:03:36,41,85.37%,95.35%,$0.00
/issue/690/article/then-there-was-one,http://americamagazine.org/issue/690/article/then-there-was-one,,43,40,0:04:37,39,89.74%,90.70%,$0.00
/issue/730/article/bishop-emeritus,http://americamagazine.org/issue/730/article/bishop-emeritus,,43,43,0:00:00,43,76.74%,100.00%,$0.00
/issue/hhs-oks-california-health-insurance-abortion-mandate,http://americamagazine.org/issue/hhs-oks-california-health-insurance-abortion-mandate,,43,39,0:02:49,26,88.46%,62.79%,$0.00
/issue/pain-abstraction,http://americamagazine.org/issue/pain-abstraction,,43,36,0:03:08,16,75.00%,58.14%,$0.00
/issue/pope-holy-spirit-strengthens-witness-even-persecution,http://americamagazine.org/issue/pope-holy-spirit-strengthens-witness-even-persecution,,43,37,0:02:11,20,85.00%,58.14%,$0.00
/opinion?page=1,http://americamagazine.org/opinion?page=1,,43,41,0:00:36,2,100.00%,25.58%,$0.00
/blogs/author/135644,http://americamagazine.org/blogs/author/135644,,42,33,0:00:21,20,30.00%,23.81%,$0.00
/content/all-things/greatest-battle-facing-next-pope,http://americamagazine.org/content/all-things/greatest-battle-facing-next-pope,,42,39,0:06:05,39,92.31%,92.86%,$0.00
/content/all-things/hare-krishna-swami-tells-all,http://americamagazine.org/content/all-things/hare-krishna-swami-tells-all,,42,38,0:07:41,38,66.67%,88.10%,$0.00
/content/all-things/studying-quran-catholic-ii,http://americamagazine.org/content/all-things/studying-quran-catholic-ii,,42,40,0:08:07,35,88.57%,90.48%,$0.00
/content/dispatches/its-commencement-controversy-season,http://americamagazine.org/content/dispatches/its-commencement-controversy-season,,42,38,0:06:21,21,66.67%,54.76%,$0.00
/content/good-word/true-grit-and-pauls-letter-romans,http://americamagazine.org/content/good-word/true-grit-and-pauls-letter-romans,,42,40,0:07:32,40,87.50%,95.24%,$0.00
/issue/453/article/man-born-blind,http://americamagazine.org/issue/453/article/man-born-blind,,42,39,0:10:32,39,89.74%,92.86%,$0.00
/issue/701/ideas/grace-and-grotesque,http://americamagazine.org/issue/701/ideas/grace-and-grotesque,,42,38,0:06:25,38,81.58%,90.48%,$0.00
/issue/755/ideas/dorothy-love,http://americamagazine.org/issue/755/ideas/dorothy-love,,42,40,0:14:43,33,75.76%,83.33%,$0.00
/issue/786/100/theology-and-catechesis-whats-difference,http://americamagazine.org/issue/786/100/theology-and-catechesis-whats-difference,,42,40,0:06:41,37,84.21%,88.10%,$0.00
/issue/beyond-divorce,http://americamagazine.org/issue/beyond-divorce,,42,38,0:03:29,9,77.78%,33.33%,$0.00
/issue/imposing-independence,http://americamagazine.org/issue/imposing-independence,,42,38,0:01:09,20,85.00%,47.62%,$0.00
/issue/news-briefs-122,http://americamagazine.org/issue/news-briefs-122,,42,38,0:01:06,7,71.43%,42.86%,$0.00
/issue/see-person,http://americamagazine.org/issue/see-person,,42,35,0:05:31,28,71.43%,66.67%,$0.00
/issue/vibrant-vocation,http://americamagazine.org/issue/vibrant-vocation,,42,40,0:04:23,36,88.89%,92.86%,$0.00
/search/node/values and voting,http://americamagazine.org/search/node/values and voting,,42,39,0:00:15,5,0.00%,0.00%,$0.00
/content/all-things/god-russian-mission-qa-father-anthony-corcoran-sj,http://americamagazine.org/content/all-things/god-russian-mission-qa-father-anthony-corcoran-sj,,41,35,0:05:46,32,81.25%,75.61%,$0.00
/content/all-things/learning-grieve-and-forgive-my-parents-divorce,http://americamagazine.org/content/all-things/learning-grieve-and-forgive-my-parents-divorce,,41,35,0:09:30,17,82.35%,63.41%,$0.00
/content/good-word/grain-wheat,http://americamagazine.org/content/good-word/grain-wheat,,41,38,0:07:58,37,91.89%,92.68%,$0.00
,,,"537,614","467,501",0:02:34,"364,925",78.01%,67.88%,$0.00
,,,,,,,,,
Day Index,,,Pageviews,,,,,,
6/1/2016,,,"14,844",,,,,,
6/2/2016,,,"20,505",,,,,,
6/3/2016,,,"14,487",,,,,,
6/4/2016,,,"16,838",,,,,,
6/5/2016,,,"14,116",,,,,,
6/6/2016,,,"15,811",,,,,,
6/7/2016,,,"17,842",,,,,,
6/8/2016,,,"21,664",,,,,,
6/9/2016,,,"19,279",,,,,,
6/10/2016,,,"17,829",,,,,,
6/11/2016,,,"13,766",,,,,,
6/12/2016,,,"12,599",,,,,,
6/13/2016,,,"20,063",,,,,,
6/14/2016,,,"14,890",,,,,,
6/15/2016,,,"21,193",,,,,,
6/16/2016,,,"18,703",,,,,,
6/17/2016,,,"23,697",,,,,,
6/18/2016,,,"15,294",,,,,,
6/19/2016,,,"10,768",,,,,,
6/20/2016,,,"15,012",,,,,,
6/21/2016,,,"14,667",,,,,,
6/22/2016,,,"16,337",,,,,,
6/23/2016,,,"16,807",,,,,,
6/24/2016,,,"26,704",,,,,,
6/25/2016,,,"19,356",,,,,,
6/26/2016,,,"25,838",,,,,,
6/27/2016,,,"29,372",,,,,,
6/28/2016,,,"18,663",,,,,,
6/29/2016,,,"16,136",,,,,,
6/30/2016,,,"14,534",,,,,,
,,,"537,614",,,,,,
